data,callsign,departure,arrivee,TTOT,TLDT,ATOT,ALDT,Type,Wingspan,Airline,QFU,Parking,registration,changing times,remote numbers,delay,start_taxi_time
220190807,NEWKAL805,Default,ZBTJ,29790,36690,32430,36930,A332,60.3,KoreanAirLines,16R,102,NEWHL8002,,,90.0,36810
220190807,NEWQDA6097,ZBTJ,Default,37500,54000,38820,0,A320,34.1,SKYLEGEND,16R,112,NEWB303V,,,0.0,37020
20190807,QDA6097,ZBTJ,VYMD,37500,54000,38820,0,A320,34.1,SKYLEGEND,16R,111,B303V,,,,37020
20190807,CCA8128,ZBHH,ZBTJ,33300,38100,33780,37440,B738,35.8,AirChina,16R,203,B5508,,,,37320
20190807,OKA2931,ZBTJ,ZGHA,37800,47100,39900,47700,B739,34.3,OkayAirways,16R,223,B1581,,,,37320
220190807,NEWCCA8128,Default,ZBTJ,33360,38160,33840,37500,B738,35.8,AirChina,16R,201,NEWB5508,,,60.0,37380
20190807,CDG8053,ZSAM,ZBTJ,27300,38400,28200,37560,B738,35.8,shandongAirlines,16R,202,B7976,,,,37440
20190807,CXA8145,ZSFZ,ZBTJ,27300,36600,28680,37740,B738,35.8,XiamenAirlines,16R,226,B1302,,,,37620
220190807,NEWCXA8145,Default,ZBTJ,27360,36660,28740,37800,B738,35.8,XiamenAirlines,16R,225,NEWB1302,,,60.0,37680
20190807,CHH7498,ZBTJ,ZYTL,38400,42000,38640,42120,B738,35.8,HainanAirlines,16R,208,B1795,,,,37920
20190807,CSC8810,ZUCK,ZBTJ,25500,34500,30120,38040,A321,34.1,SichuanAirlines,16R,110,B1677,,,,37920
20190807,CSC8567,ZBTJ,ZLLL,38400,47100,39480,46260,A321,34.1,SichuanAirlines,16R,114,B6920,,,,37920
220190807,NEWCHH7498,ZBTJ,Default,38400,42000,38640,42120,B738,35.8,HainanAirlines,16R,209,NEWB1795,,,0.0,37920
20190807,CBJ5740,ZBTJ,ZPLJ,38700,51600,41340,51900,A320,34.1,BeijingCapitalAirlines,16R,211,B6178,,,,38220
220190807,NEWCSN6653,ZBTJ,Default,38700,51300,39240,50040,A320,34.1,ChinaSouthernAirlines,16R,218,NEWB6583,,,0.0,38220
20190807,CSN6653,ZBTJ,ZGNN,38700,51300,39240,50040,A320,34.1,ChinaSouthernAirlines,16R,217,B6583,,,,38220
20190807,CXA8027,ZUCK,ZBTJ,30000,38700,30840,38520,B738,35.8,XiamenAirlines,16R,228,B1708,,,,38400
220190807,NEWCXA8027,Default,ZBTJ,30060,38760,30900,38580,B738,35.8,XiamenAirlines,16R,227,NEWB1708,,,60.0,38460
20190807,UEA2775,ZUUU,ZBTJ,29700,39000,30540,38700,A320,34.1,ChengduAirlines,16R,112,B8607,,,,38580
220190807,NEWUEA2775,Default,ZBTJ,29760,39060,30600,38760,A320,34.1,ChengduAirlines,16R,111,NEWB8607,,,60.0,38640
20190807,CXA8209,ZYTL,ZBTJ,35400,39000,36060,38820,B738,35.8,XiamenAirlines,16R,226,B6889,,,,38700
220190807,NEWCXA8209,Default,ZBTJ,35460,39060,36120,38880,B738,35.8,XiamenAirlines,16R,225,NEWB6889,,,60.0,38760
20190807,OKA2963,ZBTJ,ZJSY,39300,52800,40080,52920,B738,35.8,OkayAirways,16R,222,B5571,,,,38820
220190807,NEWAAR328,ZBTJ,Default,39300,45000,39720,44880,A321,34.1,AsianaAirways,16R,102,NEWHL8267,,,0.0,38820
20190807,AAR328,ZBTJ,RKSI,39300,45000,39720,44880,A321,34.1,AsianaAirways,16R,101,HL8267,,,,38820
20190807,CCA4188,ZBTJ,ZUUU,39300,49500,40740,49620,A321,34.1,AirChina,16R,108,B6386,,,,38820
20190807,JYH1056,ZBTJ,ZGGG,39300,50700,40620,50340,B738,35.8,TRANSJADE,16R,110,B1715,,,,38820
20190807,AMU238,VMMC,ZBTJ,29400,40500,30240,39480,A320,34.1,AirMacau,16R,103,BMCK,,,,39360
220190807,NEWAMU238,Default,ZBTJ,29460,40560,30300,39540,A320,34.1,AirMacau,16R,104,NEWBMCK,,,60.0,39420
20190807,CCA8225,ZBTJ,ZYDQ,39900,47100,40920,47160,A320,34.1,AirChina,16R,107,B6606,,,,39420
20190807,CSZ9122,ZBTJ,ZGSZ,39900,51900,41040,51060,A320,34.1,ShenzhenAirlines,16R,117,B8665,,,,39420
220190807,NEWCCA8225,ZBTJ,Default,39900,47100,40920,47160,A320,34.1,AirChina,16R,203,NEWB6606,,,0.0,39420
220190807,NEWCSZ9122,ZBTJ,Default,39900,51900,41040,51060,A320,34.1,ShenzhenAirlines,16R,109,NEWB8665,,,0.0,39420
220190807,NEWCSH9148,ZBTJ,Default,40020,49200,49260,55260,B738,35.8,ShanghaiAirlines,16R,218,NEWB208Z,,,0.0,39540
20190807,CSH9148,ZBTJ,ZSSS,40020,49200,49260,55260,B738,35.8,ShanghaiAirlines,16R,609,B208Z,,,,39540
20190807,CCA1656,ZSPD,ZBTJ,32700,41700,33840,39720,B738,35.8,AirChina,16R,201,B1528,,,,39600
20190807,CDG4693,ZBTJ,ZGSD,40200,52800,44040,55020,B738,35.8,shandongAirlines,16R,203,B7085,,,,39720
220190807,NEWCXA8287,ZBTJ,Default,40200,49500,48240,57720,B738,35.8,XiamenAirlines,16R,226,NEWB7179,,,0.0,39720
20190807,CXA8287,ZBTJ,ZSFZ,40200,49500,48240,57720,B738,35.8,XiamenAirlines,16R,225,B7179,,,,39720
20190807,DKH1135,ZBTJ,ZYBS,40200,46800,40260,45540,A320,34.1,ShanghaiJuneyaoAirlines,16R,113,B1006,,,,39720
220190807,NEWCDG4693,ZBTJ,Default,40200,52800,44040,55020,B738,35.8,shandongAirlines,16R,109,NEWB7085,,,0.0,39720
20190807,CXA8145,ZBTJ,ZBLA,40500,50400,50160,58380,B738,35.8,XiamenAirlines,16R,229,B1302,,,,40020
20190807,CJX8962,ZBTJ,ZSCN,40500,46800,40380,47100,B738,35.8,AIRCRANE,16R,115,B1557,,,,40020
220190807,NEWCXA8145,ZBTJ,Default,40500,50400,50160,58380,B738,35.8,XiamenAirlines,16R,227,NEWB1302,,,0.0,40020
220190807,NEWGCR7895,ZBTJ,Default,40500,51300,42120,51960,A332,60.3,TianjinAirlines,16R,414,NEWB8596,,,0.0,40020
20190807,GCR7895,ZBTJ,ZGGG,40500,51300,42120,51960,A332,60.3,TianjinAirlines,16R,212,B8596,,,,40020
20190807,ANA8503,RJAA,ZBTJ,30000,43500,30480,40440,B763,47.57,AllNipponAirways,16R,103,JA8970,,,,40320
220190807,NEWANA8503,Default,ZBTJ,30090,43590,30570,40530,B763,47.57,AllNipponAirways,16R,104,NEWJA8970,,,90.0,40410
20190807,CSN3133,ZGGG,ZBTJ,31200,41400,31620,40620,A320,34.1,ChinaSouthernAirlines,16R,221,B6628,,,,40500
220190807,NEWCSN3133,Default,ZBTJ,31260,41460,31680,40680,A320,34.1,ChinaSouthernAirlines,16R,220,NEWB6628,,,60.0,40560
20190807,JOY1596,ZSYT,ZBTJ,36600,42300,37140,40800,MA60,29.2,Joyair,16R,501,B3453,,,,40680
20190807,RLH6543,ZHES,ZBTJ,34800,42300,34200,40920,B737,35.8,SENDI,16R,112,B7088,,,,40800
220190807,NEWRLH6543,Default,ZBTJ,34860,42360,34260,40980,B737,35.8,SENDI,16R,110,NEWB7088,,,60.0,40860
20190807,CHH7675,ZSLY,ZBTJ,34800,39900,36840,41040,B738,35.8,HainanAirlines,16R,213,B5661,,,,40920
20190807,KAL806,ZBTJ,RKSI,41400,48000,47040,0,A332,60.3,KoreanAirLines,16R,102,HL8002,,,,40920
220190807,NEWKAL806,ZBTJ,Default,41400,48000,47040,0,A332,60.3,KoreanAirLines,16R,101,NEWHL8002,,,0.0,40920
220190807,NEWCHH7675,Default,ZBTJ,34860,39960,36900,41100,B738,35.8,HainanAirlines,16R,211,NEWB5661,,,60.0,40980
20190807,CSH9131,ZSPD,ZBTJ,33300,41100,34440,41220,B738,35.8,ShanghaiAirlines,16R,219,B20A9,,,,41100
20190807,CSZ8747,ZSNT,ZBTJ,34800,41100,36120,41400,A320,34.1,ShenzhenAirlines,16R,201,B9939,,,,41280
20190807,CCA8130,ZLIC,ZBTJ,35700,42900,35760,41520,B738,35.8,AirChina,16R,202,B5572,,,,41400
220190807,NEWCCA1671,ZBTJ,Default,42000,54000,44640,54780,B738,35.8,AirChina,16R,107,NEWB5442,,,0.0,41520
20190807,CCA1671,ZBTJ,ZGSZ,42000,54000,44640,54780,B738,35.8,AirChina,16R,108,B5442,,,,41520
20190807,CDG8053,ZBTJ,ZBLA,42000,51300,58600,63340,B738,35.8,shandongAirlines,16R,108,B7976,,,,41520
20190807,CSN3789,ZGSD,ZBTJ,31200,42300,31680,41700,B738,35.8,ChinaSouthernAirlines,16R,220,B1299,,,,41580
20190807,OKA2851,ZBTJ,ZUUU,42300,53100,42300,51000,B739,34.3,OkayAirways,16R,224,B1337,,,,41820
20190807,CXA8184,ZBYC,ZBTJ,36600,42000,37440,42060,B737,35.8,XiamenAirlines,16R,226,B5488,,,,41940
220190807,NEWCXA8184,Default,ZBTJ,36660,42060,37500,42120,B737,35.8,XiamenAirlines,16R,225,NEWB5488,,,60.0,42000
20190807,CXA8027,ZBTJ,ZYHB,42600,50700,46020,51960,B738,35.8,XiamenAirlines,16R,227,B1708,,,,42120
220190807,NEWCXA8027,ZBTJ,Default,42600,50700,46020,51960,B738,35.8,XiamenAirlines,16R,229,NEWB1708,,,0.0,42120
220190807,NEWUEA2775,ZBTJ,Default,42900,50400,43080,49020,A320,34.1,ChengduAirlines,16R,111,NEWB8607,,,0.0,42420
20190807,HXA2924,ZYBA,ZBTJ,35700,42900,36420,42540,CRJ9,23.2,Chinaexpressair,16R,602,B3382,,,,42420
20190807,UEA2775,ZBTJ,ZBUL,42900,50400,43080,49020,A320,34.1,ChengduAirlines,16R,113,B8607,,,,42420
220190807,NEWHXA2924,Default,ZBTJ,35760,42960,36480,42600,CRJ9,23.2,Chinaexpressair,16R,601,NEWB3382,,,60.0,42480
20190807,GCR7804,ZYTL,ZBTJ,38700,42600,39900,42660,A320,34.1,TianjinAirlines,16R,209,B300T,,,,42540
220190807,NEWGCR7804,Default,ZBTJ,38760,42660,39960,42720,A320,34.1,TianjinAirlines,16R,210,NEWB300T,,,60.0,42600
20190807,OKA2965,ZBTJ,ZLXN,43200,52800,50880,58440,B738,35.8,OkayAirways,16R,224,B1963,,,,42720
20190807,FZA6569,ZSLY,ZBTJ,39000,43800,39600,43080,B738,35.8,STRAITAIR,16R,211,B1559,,,,42960
20190807,CHH7676,ZBTJ,ZSLY,43500,48900,45420,49500,B738,35.8,HainanAirlines,16R,209,B5661,,,,43020
220190807,NEWCHH7676,ZBTJ,Default,43500,48900,45420,49500,B738,35.8,HainanAirlines,16R,210,NEWB5661,,,0.0,43020
20190807,LKE9631,ZUMY,ZBTJ,34500,43800,34980,43380,B738,35.8,LUCKYAIR,16R,213,B5732,,,,43260
20190807,KAL317,RKSI,ZBTJ,37500,44700,39000,43500,B744,64.4,KoreanAirLines,16R,102,HL8005,,,,43380
220190807,NEWKAL317,Default,ZBTJ,37590,44790,39090,43590,B744,64.4,KoreanAirLines,16R,105,NEWHL8005,,,90.0,43470
20190807,CQH8914,RKPC,ZBTJ,37200,45600,37500,43680,A320,34.1,ShanghaiSpringAirlines,16R,110,B6309,,,,43560
20190807,AMU237,ZBTJ,VMMC,44100,56100,45240,0,A320,34.1,AirMacau,16R,101,BMCK,,,,43620
20190807,CCA735,ZBTJ,RJBB,44100,53700,48120,0,B738,35.8,AirChina,16R,109,B7896,,,,43620
220190807,NEWAMU237,ZBTJ,Default,44100,56100,45240,0,A320,34.1,AirMacau,16R,106,NEWBMCK,,,0.0,43620
220190807,NEWCQH8914,Default,ZBTJ,37260,45660,37560,43740,A320,34.1,ShanghaiSpringAirlines,16R,112,NEWB6309,,,60.0,43620
20190807,CSH9115,ZSSS,ZBTJ,36600,44100,37200,43800,B738,35.8,ShanghaiAirlines,16R,218,B6107,,,,43680
220190807,NEWCSH9115,Default,ZBTJ,36660,44160,37260,43860,B738,35.8,ShanghaiAirlines,16R,219,NEWB6107,,,60.0,43740
20190807,CBG8819,ZHYC,ZBTJ,37800,45300,37560,43980,E190,28.72,SPRAY,16R,111,B3173,,,,43860
20190807,HXA2912,ZBZL,ZBTJ,35700,43200,36480,44100,A320,34.1,Chinaexpressair,16R,601,B307T,,,,43980
20190807,CCA1246,ZLLL,ZBTJ,37800,45600,37500,44220,B738,35.8,AirChina,16R,202,B1526,,,,44100
220190807,NEWCCA1246,Default,ZBTJ,37860,45660,37560,44280,B738,35.8,AirChina,16R,201,NEWB1526,,,60.0,44160
20190807,CSZ8748,ZBTJ,ZSNT,44700,51300,49920,55200,A320,34.1,ShenzhenAirlines,16R,107,B9939,,,,44220
20190807,CCA1664,ZSWH,ZBTJ,38400,43500,40980,44400,B738,35.8,AirChina,16R,117,B1762,,,,44280
220190807,NEWCCA1664,Default,ZBTJ,38460,43560,41040,44460,B738,35.8,AirChina,16R,203,NEWB1762,,,60.0,44340
20190807,CES5787,ZULZ,ZBTJ,34200,43200,34380,44580,B738,35.8,ChinaEasternAirlines,16R,215,B6148,,,,44460
220190807,NEWCSN3134,ZBTJ,Default,45000,56400,45780,55320,A320,34.1,ChinaSouthernAirlines,16R,220,NEWB6628,,,0.0,44520
20190807,CXA8209,ZBTJ,ZLLL,45000,54000,44940,52440,B738,35.8,XiamenAirlines,16R,225,B6889,,,,44520
20190807,CSN3134,ZBTJ,ZGGG,45000,56400,45780,55320,A320,34.1,ChinaSouthernAirlines,16R,221,B6628,,,,44520
220190807,NEWCXA8209,ZBTJ,Default,45000,54000,44940,52440,B738,35.8,XiamenAirlines,16R,226,NEWB6889,,,0.0,44520
20190807,CSC875Z,ZBTJ,ZBAA,45000,46800,49380,51120,A320,34.1,SichuanAirlines,16R,110,B6697,,,,44520
20190807,GCR7864,ZHHH,ZBTJ,37800,44700,38940,44700,A20N,35.8,TianjinAirlines,16R,211,B8597,,,,44580
220190807,NEWGCR7864,Default,ZBTJ,37860,44760,39000,44760,A20N,35.8,TianjinAirlines,16R,213,NEWB8597,,,60.0,44640
20190807,CSH9132,ZBTJ,ZSPD,45180,52200,47700,53940,B738,35.8,ShanghaiAirlines,16R,218,B20A9,,,,44700
20190807,JAL841,RJGG,ZBTJ,34500,46200,35820,44820,B738,35.8,JapanAirlines,16R,104,JA310J,,,,44700
220190807,NEWJAL841,Default,ZBTJ,34560,46260,35880,44880,B738,35.8,JapanAirlines,16R,103,NEWJA310J,,,60.0,44760
220190807,NEWCXA8134,ZBTJ,Default,45600,55500,50520,59280,B737,35.8,XiamenAirlines,16R,225,NEWB5488,,,0.0,45120
20190807,CXA8134,ZBTJ,ZSAM,45600,55500,50520,59280,B737,35.8,XiamenAirlines,16R,226,B5488,,,,45120
220190807,NEWCSH9116,ZBTJ,Default,45800,55800,51420,57240,B738,35.8,ShanghaiAirlines,16R,219,NEWB6107,,,0.0,45320
20190807,CSH9116,ZBTJ,ZSSS,45800,55800,51420,57240,B738,35.8,ShanghaiAirlines,16R,218,B6107,,,,45320
20190807,GCR7994,RKSI,ZBTJ,38700,45300,40980,45660,A320,34.1,TianjinAirlines,16R,211,B1850,,,,45540
220190807,NEWGCR7994,Default,ZBTJ,38760,45360,41040,45720,A320,34.1,TianjinAirlines,16R,213,NEWB1850,,,60.0,45600
20190807,CES2369,ZSPD,ZBTJ,37500,45900,38940,45780,A20N,35.8,ChinaEasternAirlines,16R,219,B1211,,,,45660
20190807,LKE9683,ZBTJ,ZLLL,46200,56700,47820,55140,B738,35.8,LUCKYAIR,16R,210,B5732,,,,45720
20190807,OKA2904,ZGHA,ZBTJ,38700,47100,39180,45900,B738,35.8,OkayAirways,16R,222,B206E,,,,45780
220190807,NEWRLH6544,ZBTJ,Default,46380,54300,47280,55020,B737,35.8,SENDI,16R,111,NEWB7088,,,0.0,45900
20190807,RLH6544,ZBTJ,ZHES,46380,54300,47280,55020,B737,35.8,SENDI,16R,110,B7088,,,,45900
20190807,CCA1931,ZSWZ,ZBTJ,37200,45300,38880,46140,A320,34.1,AirChina,16R,202,B8337,,,,46020
20190807,EVA730,RCTP,ZBTJ,33900,45300,37080,46380,A321,34.1,EVAAir,16R,104,B16201,,,,46260
20190807,CSN3790,ZBTJ,ZGSD,46800,59100,46740,57420,B738,35.8,ChinaSouthernAirlines,16R,217,B1299,,,,46320
20190807,CCA1441,ZBTJ,ZBYN,46800,51300,48420,51420,B738,35.8,AirChina,16R,107,B1762,,,,46320
220190807,NEWEVA730,Default,ZBTJ,33960,45360,37140,46440,A321,34.1,EVAAir,16R,103,NEWB16201,,,60.0,46320
220190807,NEWCCA1441,ZBTJ,Default,46800,51300,48420,51420,B738,35.8,AirChina,16R,108,NEWB1762,,,0.0,46320
20190807,GCR7979,ZBTJ,RJBB,46800,56700,49560,0,A320,34.1,TianjinAirlines,16R,210,B300T,,,,46320
220190807,NEWGCR7979,ZBTJ,Default,46800,56700,49560,0,A320,34.1,TianjinAirlines,16R,208,NEWB300T,,,0.0,46320
20190807,CCA8134,ZSWY,ZBTJ,35400,43500,39660,46560,B737,35.8,AirChina,16R,203,B5213,,,,46440
220190807,NEWHXA2905,ZBTJ,Default,47100,55200,47460,54540,CRJ9,23.2,Chinaexpressair,16R,601,NEWB3382,,,0.0,46620
20190807,HXA4363,ZBTJ,ZLXN,47100,55800,50040,57720,A320,34.1,Chinaexpressair,16R,601,B307T,,,,46620
20190807,HXA2905,ZBTJ,ZLTS,47100,55200,47460,54540,CRJ9,23.2,Chinaexpressair,16R,602,B3382,,,,46620
20190807,CDG4718,ZBHH,ZBTJ,42900,48000,43020,46920,B738,35.8,shandongAirlines,16R,201,B1511,,,,46800
20190807,CES5143,ZSSS,ZBTJ,40200,48600,41160,47000,A20N,35.8,ChinaEasternAirlines,16R,216,B303E,,,,46880
20190807,CES5747,ZPPP,ZBTJ,34500,46500,36120,47000,B738,35.8,ChinaEasternAirlines,16R,219,B7590,,,,46880
20190807,FZA6570,ZBTJ,ZSLY,47400,51900,48960,52680,B738,35.8,STRAITAIR,16R,209,B1559,,,,46920
20190807,CCA1932,ZBTJ,ZSWZ,47400,57000,53640,60780,A320,34.1,AirChina,16R,117,B8337,,,,46920
220190807,NEWCDG4718,Default,ZBTJ,43040,48140,43160,47060,B738,35.8,shandongAirlines,16R,202,NEWB1511,,,140.0,46940
220190807,NEWCES5747,Default,ZBTJ,34620,46620,36240,47120,B738,35.8,ChinaEasternAirlines,16R,215,NEWB7590,,,120.0,47000
20190807,CES5788,ZBTJ,ZULZ,47600,57600,48720,57720,B738,35.8,ChinaEasternAirlines,16R,217,B6148,,,,47120
220190807,NEWOKA3025,ZBTJ,Default,47700,61200,50760,0,B738,35.8,OkayAirways,16R,222,NEWB1521,,,0.0,47220
20190807,OKA3025,ZBTJ,RJBB,47700,61200,50760,0,B738,35.8,OkayAirways,16R,223,B1521,,,,47220
20190807,GCR7577,ZWWW,ZBTJ,33600,47400,35160,47520,A320,34.1,TianjinAirlines,16R,206,B302X,,,,47400
220190807,NEWCHH7725,ZBTJ,Default,48000,55800,54060,0,B738,35.8,HainanAirlines,16R,209,NEWB5375,,,0.0,47520
20190807,CHH7725,ZBTJ,ZYHB,48000,55800,54060,0,B738,35.8,HainanAirlines,16R,205,B5375,,,,47520
20190807,CCA1467,ZBTJ,ZPPP,48000,61500,49140,59640,B738,35.8,AirChina,16R,203,B5572,,,,47520
20190807,CHH7791,ZHYC,ZBTJ,42000,49500,42000,47760,B738,35.8,HainanAirlines,16R,212,B5580,,,,47640
220190807,NEWCHH7791,Default,ZBTJ,42060,49560,42060,47820,B738,35.8,HainanAirlines,16R,214,NEWB5580,,,60.0,47700
20190807,GCR7852,ZSHC,ZBTJ,40800,48900,42060,47880,A20N,35.8,TianjinAirlines,16R,211,B8952,,,,47760
20190807,CCA1260,ZUGY,ZBTJ,37800,48000,38640,48000,B738,35.8,AirChina,16R,201,B5518,,,,47880
20190807,CCA172,RKSI,ZBTJ,42300,48600,43440,48060,B738,35.8,AirChina,16R,202,B5495,,,,47940
20190807,GCR7900,ZLXY,ZBTJ,41700,48300,42120,48180,A320,34.1,TianjinAirlines,16R,215,B3189,,,,48060
220190807,NEWGCR7900,Default,ZBTJ,41760,48360,42180,48240,A320,34.1,TianjinAirlines,16R,213,NEWB3189,,,60.0,48120
20190807,KAL863,RKSI,ZBTJ,41700,48600,43800,48420,B739,34.3,KoreanAirLines,16R,104,HL8273,,,,48300
220190807,NEWKAL863,Default,ZBTJ,41760,48660,43860,48480,B739,34.3,KoreanAirLines,16R,103,NEWHL8273,,,60.0,48360
220190807,NEWANA8504,ZBTJ,Default,48900,60600,51120,0,B763,47.57,AllNipponAirways,16R,101,NEWJA8970,,,0.0,48420
220190807,NEWCCA8121,ZBTJ,Default,48900,64200,49800,62940,B738,35.8,AirChina,16R,108,NEWB5508,,,0.0,48420
20190807,ANA8504,ZBTJ,RJAA,48900,60600,51120,0,B763,47.57,AllNipponAirways,16R,102,JA8970,,,,48420
20190807,CCA8121,ZBTJ,ZWWW,48900,64200,49800,62940,B738,35.8,AirChina,16R,109,B5508,,,,48420
20190807,CSN3301,ZGGG,ZBTJ,39600,50400,40260,48780,A21N,35.8,ChinaSouthernAirlines,16R,221,B308D,,,,48660
220190807,NEWCCA801,ZBTJ,Default,49200,55500,52860,0,B738,35.8,AirChina,16R,108,NEWB1526,,,0.0,48720
20190807,CBG8820,ZBTJ,ZHYC,49200,57300,50640,57540,E190,28.72,SPRAY,16R,110,B3173,,,,48720
220190807,NEWCSN3301,Default,ZBTJ,39660,50460,40320,48840,A21N,35.8,ChinaSouthernAirlines,16R,220,NEWB308D,,,60.0,48720
20190807,CCA801,ZBTJ,RKSI,49200,55500,52860,0,B738,35.8,AirChina,16R,109,B1526,,,,48720
20190807,GCR7882,ZSPD,ZBTJ,41100,49200,43200,49020,A320,34.1,TianjinAirlines,16R,209,B8381,,,,48900
20190807,CES2369,ZBTJ,ZBCF,49400,55500,52440,55980,A20N,35.8,ChinaEasternAirlines,16R,217,B1211,,,,48920
220190807,NEWGCR7882,Default,ZBTJ,41160,49260,43260,49080,A320,34.1,TianjinAirlines,16R,211,NEWB8381,,,60.0,48960
20190807,GCR7859,ZBTJ,ZLXY,49500,56400,51780,58020,A321,34.1,TianjinAirlines,16R,208,B1850,,,,49020
220190807,NEWGCR7859,ZBTJ,Default,49500,56400,51780,58020,A321,34.1,TianjinAirlines,16R,210,NEWB1850,,,0.0,49020
20190807,CHH7725,ZGHA,ZBTJ,36000,44400,42420,49200,B738,35.8,HainanAirlines,16R,206,B5375,,,,49080
220190807,NEWCHH7725,Default,ZBTJ,36060,44460,42480,49260,B738,35.8,HainanAirlines,16R,212,NEWB5375,,,60.0,49140
20190807,EVA729,ZBTJ,RCTP,49800,60300,54420,0,A321,34.1,EVAAir,16R,105,B16201,,,,49320
220190807,NEWEVA729,ZBTJ,Default,49800,60300,54420,0,A321,34.1,EVAAir,16R,106,NEWB16201,,,0.0,49320
20190807,GCR787Z,ZSDY,ZBTJ,44400,47700,47940,49800,E190,28.72,TianjinAirlines,16R,214,B3108,,,,49680
220190807,NEWGCR787Z,Default,ZBTJ,44460,47760,48000,49860,E190,28.72,TianjinAirlines,16R,213,NEWB3108,,,60.0,49740
220190807,NEWJAL840,ZBTJ,Default,50400,60300,51600,0,B738,35.8,JapanAirlines,16R,105,NEWJA310J,,,0.0,49920
20190807,JAL840,ZBTJ,RJGG,50400,60300,51600,0,B738,35.8,JapanAirlines,16R,106,JA310J,,,,49920
220190807,NEWCES5748,ZBTJ,Default,50700,63300,51300,62340,B738,35.8,ChinaEasternAirlines,16R,215,NEWB7590,,,0.0,50220
220190807,NEWCQH8989,ZBTJ,Default,50700,57000,54840,60420,A320,34.1,ShanghaiSpringAirlines,16R,110,NEWB6309,,,0.0,50220
20190807,CES5748,ZBTJ,ZPPP,50700,63300,51300,62340,B738,35.8,ChinaEasternAirlines,16R,216,B7590,,,,50220
20190807,CCA8357,ZBTJ,ZLXN,50700,60000,56040,64200,B738,35.8,AirChina,16R,108,B5696,,,,50220
20190807,CQH8989,ZBTJ,ZSYA,50700,57000,54840,60420,A320,34.1,ShanghaiSpringAirlines,16R,112,B6309,,,,50220
20190807,CCA1534,ZSSS,ZBTJ,39300,47400,44640,50520,B737,35.8,AirChina,16R,202,B5681,,,,50400
20190807,OKA2903,ZBTJ,ZGHA,51000,59700,52380,60300,B738,35.8,OkayAirways,16R,223,B206E,,,,50520
20190807,GCR7577,ZBTJ,ZYCC,51000,57600,54720,60480,A320,34.1,TianjinAirlines,16R,211,B302X,,,,50520
20190807,CSC8358,ZJHK,ZBTJ,38700,52200,39480,51180,A321,34.1,SichuanAirlines,16R,113,B6810,,,,51060
20190807,CDG4718,ZBTJ,ZSQD,51600,55800,52620,56040,B738,35.8,shandongAirlines,16R,203,B1511,,,,51120
220190807,NEWGCR7829,ZBTJ,Default,51600,56700,51900,55980,E190,28.72,TianjinAirlines,16R,211,NEWB3189,,,0.0,51120
220190807,NEWCDG4718,ZBTJ,Default,51600,55800,52620,56040,B738,35.8,shandongAirlines,16R,107,NEWB1511,,,0.0,51120
20190807,GCR7829,ZBTJ,ZBHH,51600,56700,51900,55980,E190,28.72,TianjinAirlines,16R,209,B3189,,,,51120
220190807,NEWCSC8358,Default,ZBTJ,38760,52260,39540,51240,A321,34.1,SichuanAirlines,16R,110,NEWB6810,,,60.0,51120
20190807,CCA1680,ZUCK,ZBTJ,43500,52500,43860,51300,B738,35.8,AirChina,16R,201,B5696,,,,51180
20190807,CSC8816,ZYCC,ZBTJ,46200,53100,46260,51480,A320,34.1,SichuanAirlines,16R,111,B8961,,,,51360
220190807,NEWCSC8816,Default,ZBTJ,46260,53160,46320,51540,A320,34.1,SichuanAirlines,16R,112,NEWB8961,,,60.0,51420
20190807,GCR7584,ZYHB,ZBTJ,44700,52200,45600,51780,A320,34.1,TianjinAirlines,16R,213,B8075,,,,51660
220190807,NEWGCR7584,Default,ZBTJ,44760,52260,45660,51840,A320,34.1,TianjinAirlines,16R,214,NEWB8075,,,60.0,51720
20190807,CCA1319,ZBTJ,ZGSZ,52500,64200,55200,65340,B738,35.8,AirChina,16R,107,B5495,,,,52020
20190807,CXA8366,ZGSZ,ZBTJ,42300,54000,42540,52380,B738,35.8,XiamenAirlines,16R,226,B5306,,,,52260
220190807,NEWKAL864,ZBTJ,Default,52800,59700,54960,0,B739,34.3,KoreanAirLines,16R,102,NEWHL8273,,,0.0,52320
220190807,NEWGCR7871,ZBTJ,Default,52800,66900,53100,66960,A321,34.1,TianjinAirlines,16R,208,NEWB8597,,,0.0,52320
20190807,KAL864,ZBTJ,RKSI,52800,59700,54960,0,B739,34.3,KoreanAirLines,16R,101,HL8273,,,,52320
220190807,NEWCXA8366,Default,ZBTJ,42360,54060,42600,52440,B738,35.8,XiamenAirlines,16R,225,NEWB5306,,,60.0,52320
20190807,GCR7871,ZBTJ,ZJSY,52800,66900,53100,66960,A321,34.1,TianjinAirlines,16R,210,B8597,,,,52320
20190807,CCA8362,ZGSZ,ZBTJ,31500,42000,42960,52680,B738,35.8,AirChina,16R,203,B7182,,,,52560
20190807,CHH7792,ZBTJ,ZHYC,53100,61200,53400,59940,B738,35.8,HainanAirlines,16R,211,B5580,,,,52620
220190807,NEWCHH7792,ZBTJ,Default,53100,61200,53400,59940,B738,35.8,HainanAirlines,16R,206,NEWB5580,,,0.0,52620
20190807,CCA1428,ZUUU,ZBTJ,43500,51900,45060,52800,B738,35.8,AirChina,16R,202,B7890,,,,52680
